,material_id,cif,prop
10,JVASP-136894,"# generated using pymatgen
data_KP
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.92082998
_cell_length_b   2.92245203
_cell_length_c   4.97891289
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KP
_chemical_formula_sum   'K1 P1'
_cell_volume   42.49992814
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.50000035  0.50000029  1
  P  P1  1  0.00000000  0.00000000  0.00000000  1
",-0.9624555969881432
11,JVASP-75681,"# generated using pymatgen
data_VGeAs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.25987623
_cell_length_b   4.25987623
_cell_length_c   4.25987623
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VGeAs
_chemical_formula_sum   'V1 Ge1 As1'
_cell_volume   54.66079498
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.00000000  0.00000000  0.00000000  1
  Ge  Ge1  1  0.24999978  0.24999978  0.24999978  1
  As  As2  1  0.49999956  0.49999956  0.49999956  1
",-2.0613675372639673
12,JVASP-17183,"# generated using pymatgen
data_BaAlSi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28328450
_cell_length_b   4.28328450
_cell_length_c   5.07699707
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaAlSi
_chemical_formula_sum   'Ba1 Al1 Si1'
_cell_volume   80.66616069
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.00000000  0.00000000  1
  Al  Al1  1  0.33333362  0.66666724  0.49999971  1
  Si  Si2  1  0.66666734  0.33333362  0.49999971  1
",-4.775598314503376
13,JVASP-106847,"# generated using pymatgen
data_AlSiMo
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.71505765
_cell_length_b   4.71505765
_cell_length_c   6.56804596
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlSiMo
_chemical_formula_sum   'Al3 Si3 Mo3'
_cell_volume   126.45640454
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.33274737  0.16637379  0.49999969  1
  Al  Al1  1  0.83362535  0.16637379  0.16666656  1
  Al  Al2  1  0.83362556  0.66725220  0.83333282  1
  Si  Si3  1  0.67559384  0.83779692  0.49999969  1
  Si  Si4  1  0.16220308  0.83779692  0.16666656  1
  Si  Si5  1  0.16220286  0.32440572  0.83333282  1
  Mo  Mo6  1  0.01094609  0.50547283  0.49999969  1
  Mo  Mo7  1  0.49452674  0.50547283  0.16666656  1
  Mo  Mo8  1  0.49452695  0.98905390  0.83333282  1
",-0.040620096046031194
14,JVASP-135608,"# generated using pymatgen
data_NbSnO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02499342
_cell_length_b   4.02499342
_cell_length_c   4.02499342
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NbSnO3
_chemical_formula_sum   'Nb1 Sn1 O3'
_cell_volume   65.20719575
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00000000  0.00000000  0.00000000  1
  Sn  Sn1  1  0.50000042  0.50000042  0.50000042  1
  O  O2  1  0.00000000  0.50000042  0.00000000  1
  O  O3  1  0.00000000  0.00000000  0.50000042  1
  O  O4  1  0.50000042  0.00000000  0.00000000  1
",-3.132787766768035
15,JVASP-99516,"# generated using pymatgen
data_CaBC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.93999434
_cell_length_b   2.93999434
_cell_length_c   8.09877074
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaBC
_chemical_formula_sum   'Ca2 B2 C2'
_cell_volume   60.62374004
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.50000005  1
  Ca  Ca1  1  0.00000000  0.00000000  0.00000000  1
  B  B2  1  0.33333444  0.66666661  0.75000007  1
  B  B3  1  0.66666796  0.33333331  0.25000002  1
  C  C4  1  0.33333444  0.66666661  0.25000002  1
  C  C5  1  0.66666796  0.33333331  0.75000007  1
",-0.9898370477606941
16,JVASP-40525,"# generated using pymatgen
data_Sc2CuOs
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.50587332
_cell_length_b   4.50587332
_cell_length_c   4.50587332
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sc2CuOs
_chemical_formula_sum   'Sc2 Cu1 Os1'
_cell_volume   64.68773352
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.25000028  0.25000028  0.25000028  1
  Sc  Sc1  1  0.75000084  0.75000084  0.75000084  1
  Cu  Cu2  1  0.50000056  0.50000056  0.50000056  1
  Os  Os3  1  0.00000000  0.00000000  0.00000000  1
",-0.96258983209974
17,JVASP-134932,"# generated using pymatgen
data_VGeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.75662955
_cell_length_b   3.75662955
_cell_length_c   3.75662955
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   VGeO3
_chemical_formula_sum   'V1 Ge1 O3'
_cell_volume   53.01455397
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  V  V0  1  0.49999994  0.49999994  0.49999994  1
  Ge  Ge1  1  0.00000000  0.00000000  0.00000000  1
  O  O2  1  0.00000000  0.49999994  0.49999994  1
  O  O3  1  0.49999994  0.49999994  0.00000000  1
  O  O4  1  0.49999994  0.00000000  0.49999994  1
",-0.4405514109187744
18,JVASP-14738,"# generated using pymatgen
data_ScPt3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94969782
_cell_length_b   3.94969782
_cell_length_c   3.94969782
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScPt3
_chemical_formula_sum   'Sc1 Pt3'
_cell_volume   61.61573166
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.00000000  1
  Pt  Pt1  1  0.49999972  0.49999972  0.00000000  1
  Pt  Pt2  1  0.49999972  0.00000000  0.49999972  1
  Pt  Pt3  1  0.00000000  0.49999972  0.49999972  1
",-0.003037345809599805
19,JVASP-14741,"# generated using pymatgen
data_TiN
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.97341767
_cell_length_b   2.97341767
_cell_length_c   2.97341767
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiN
_chemical_formula_sum   'Ti1 N1'
_cell_volume   18.58886001
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.00000000  1
  N  N1  1  0.50000090  0.50000090  0.50000090  1
",-14.619343426870724
20,JVASP-36674,"# generated using pymatgen
data_CdNi3N
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.80121168
_cell_length_b   3.80121168
_cell_length_c   3.80121168
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdNi3N
_chemical_formula_sum   'Cd1 Ni3 N1'
_cell_volume   54.92450679
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.00000000  0.00000000  0.00000000  1
  Ni  Ni1  1  0.50000022  0.50000022  0.00000000  1
  Ni  Ni2  1  0.50000022  0.00000000  0.50000022  1
  Ni  Ni3  1  0.00000000  0.50000022  0.50000022  1
  N  N4  1  0.50000022  0.50000022  0.50000022  1
",-3.093814918920383
21,JVASP-69674,"# generated using pymatgen
data_TiBe2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.62116339
_cell_length_b   3.62116339
_cell_length_c   3.55992023
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBe2Ge
_chemical_formula_sum   'Ti1 Be2 Ge1'
_cell_volume   46.68060858
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.00000000  0.00000000  0.50000003  1
  Be  Be1  1  0.50000047  0.00000000  0.00000000  1
  Be  Be2  1  0.00000000  0.50000047  0.00000000  1
  Ge  Ge3  1  0.50000047  0.50000047  0.50000003  1
",-0.2537273941474449
22,JVASP-41696,"# generated using pymatgen
data_Ti2AlRe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.40235996
_cell_length_b   4.40235996
_cell_length_c   4.40235996
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2AlRe
_chemical_formula_sum   'Ti2 Al1 Re1'
_cell_volume   60.33115668
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.74999966  0.74999966  0.74999966  1
  Ti  Ti1  1  0.24999989  0.24999989  0.24999989  1
  Al  Al2  1  0.00000000  0.00000000  0.00000000  1
  Re  Re3  1  0.49999977  0.49999977  0.49999977  1
",-1.4569942526140474
23,JVASP-56344,"# generated using pymatgen
data_ScBRh3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.07243341
_cell_length_b   4.07243341
_cell_length_c   4.07243341
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScBRh3
_chemical_formula_sum   'Sc1 B1 Rh3'
_cell_volume   67.54014286
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00000000  0.00000000  0.00000000  1
  B  B1  1  0.50000042  0.50000042  0.50000042  1
  Rh  Rh2  1  0.00000000  0.50000042  0.50000042  1
  Rh  Rh3  1  0.50000042  0.00000000  0.50000042  1
  Rh  Rh4  1  0.50000042  0.50000042  0.00000000  1
",-0.003943007565161239
24,JVASP-16462,"# generated using pymatgen
data_TiBe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.90699862
_cell_length_b   2.90699862
_cell_length_c   2.90699862
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiBe
_chemical_formula_sum   'Ti1 Be1'
_cell_volume   24.56600178
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.49999976  0.49999976  0.49999976  1
  Be  Be1  1  0.00000000  0.00000000  0.00000000  1
",-1.0742697150941771
25,JVASP-117955,"# generated using pymatgen
data_CaC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.66409906
_cell_length_b   3.66409906
_cell_length_c   6.18806204
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaC
_chemical_formula_sum   'Ca2 C2'
_cell_volume   83.07858139
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  Ca  Ca1  1  0.49999987  0.49999987  0.50000016  1
  C  C2  1  0.00000000  0.00000000  0.39514830  1
  C  C3  1  0.00000000  0.00000000  0.60485228  1
",-0.07073236874501833
26,JVASP-134819,"# generated using pymatgen
data_OsO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.70387516
_cell_length_b   3.70387516
_cell_length_c   4.09599928
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   OsO2F
_chemical_formula_sum   'Os1 O2 F1'
_cell_volume   56.19174931
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Os  Os0  1  0.00000000  0.00000000  0.49999991  1
  O  O1  1  0.00000000  0.49999935  0.49999991  1
  O  O2  1  0.49999935  0.00000000  0.49999991  1
  F  F3  1  0.00000000  0.00000000  0.00000000  1
",-1.026814974524364
